latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.84859,-94.37461,390.26,1,1,2025-03-02,2027,Aqua,MODIS,100,6.1NRT,302.06,197.09,D
34.84707,-94.38522,377.07,1,1,2025-03-02,2027,Aqua,MODIS,100,6.1NRT,298.58,138.35,D
34.86493,-94.3233,316.66,1,1,2025-03-02,2027,Aqua,MODIS,56,6.1NRT,292.25,12.39,D
34.8634,-94.33395,319.29,1,1,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,292.15,15.05,D
34.86189,-94.34458,347.71,1,1,2025-03-02,2027,Aqua,MODIS,95,6.1NRT,293.5,55.44,D
34.86037,-94.35519,342.58,1,1,2025-03-02,2027,Aqua,MODIS,93,6.1NRT,293.18,45.91,D
34.85886,-94.36581,305.15,1,1,2025-03-02,2027,Aqua,MODIS,28,6.1NRT,289.87,4.9,D
34.63983,-95.83321,316.52,1.02,1.01,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,294.95,12.28,D
34.62464,-95.93048,321.8,1.03,1.01,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,293.4,15.88,D
34.87519,-94.31452,311.85,1,1,2025-03-02,2027,Aqua,MODIS,31,6.1NRT,291.04,8.44,D
34.68621,-95.71014,316.22,1.02,1.01,2025-03-02,2027,Aqua,MODIS,43,6.1NRT,295.09,10.77,D
34.67626,-95.77465,316.4,1.02,1.01,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,295.64,11.58,D
34.72291,-95.52991,305.57,1.01,1.01,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,293.43,4.32,D
34.69501,-95.71211,323.79,1.02,1.01,2025-03-02,2027,Aqua,MODIS,82,6.1NRT,295.09,18.61,D
34.68006,-95.80898,322.78,1.02,1.01,2025-03-02,2027,Aqua,MODIS,82,6.1NRT,295.13,17.36,D
34.67839,-95.81977,322.73,1.02,1.01,2025-03-02,2027,Aqua,MODIS,81,6.1NRT,294.56,17.76,D
34.70675,-95.71017,315.62,1.02,1.01,2025-03-02,2027,Aqua,MODIS,75,6.1NRT,292.93,12.25,D
34.70508,-95.72095,327.04,1.02,1.01,2025-03-02,2027,Aqua,MODIS,84,6.1NRT,294.05,24.02,D
35.00169,-93.75108,302.37,1.02,1.01,2025-03-02,2027,Aqua,MODIS,48,6.1NRT,290.64,4.24,D
35.00019,-93.76202,300.96,1.02,1.01,2025-03-02,2027,Aqua,MODIS,28,6.1NRT,288.48,3.19,D
34.75179,-95.47684,314.66,1.01,1,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,294.91,9.39,D
34.75016,-95.4875,308.25,1.01,1,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,293.56,4.74,D
35.16294,-94.88358,323.2,1,1,2025-03-02,2027,Aqua,MODIS,82,6.1NRT,295.85,18.39,D
34.74852,-95.49817,307.28,1.01,1.01,2025-03-02,2027,Aqua,MODIS,28,6.1NRT,293.63,3.89,D
34.86061,-94.81036,304.3,1,1,2025-03-02,2027,Aqua,MODIS,58,6.1NRT,293.52,4.26,D
34.78483,-95.31911,314.7,1.01,1,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,293.4,11.57,D
34.78322,-95.32974,309.64,1.01,1,2025-03-02,2027,Aqua,MODIS,68,6.1NRT,293.5,7.66,D
34.76217,-95.46816,311.29,1.01,1,2025-03-02,2027,Aqua,MODIS,40,6.1NRT,294.66,6.79,D
35.02374,-93.78877,303.41,1.02,1.01,2025-03-02,2027,Aqua,MODIS,30,6.1NRT,289.36,5.49,D
35.02226,-93.79956,304.67,1.02,1.01,2025-03-02,2027,Aqua,MODIS,42,6.1NRT,288.79,6.54,D
34.81818,-95.33767,326.11,1.01,1,2025-03-02,2027,Aqua,MODIS,84,6.1NRT,295.04,22.12,D
34.81657,-95.34832,309.04,1.01,1,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,294.53,6.61,D
34.79068,-95.51878,311.87,1.01,1.01,2025-03-02,2027,Aqua,MODIS,71,6.1NRT,293.77,8.23,D
34.78904,-95.52948,319.47,1.01,1.01,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,294.48,14.03,D
34.79454,-95.5528,315.14,1.01,1.01,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,292.91,9.96,D
34.79291,-95.56348,316.38,1.01,1.01,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,292.84,11.96,D
34.88414,-95.07809,314.48,1,1,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,293.97,10.78,D
34.85241,-95.2904,313.51,1.01,1,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,294.52,10.09,D
34.85081,-95.30102,314.09,1.01,1,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,295.06,10.6,D
34.73196,-96.07514,318.58,1.03,1.02,2025-03-02,2027,Aqua,MODIS,78,6.1NRT,295.16,14.21,D
34.74224,-96.07175,306.49,1.03,1.02,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,294.72,4.82,D
34.80619,-95.83931,314.09,1.02,1.01,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,294.57,10.32,D
34.80451,-95.85012,306.92,1.02,1.01,2025-03-02,2027,Aqua,MODIS,62,6.1NRT,293.82,4.99,D
34.98229,-94.85344,305.3,1,1,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,294.03,4.01,D
34.89208,-95.63628,306.34,1.01,1.01,2025-03-02,2027,Aqua,MODIS,61,6.1NRT,294.99,4.56,D
35.02325,-94.90207,308.8,1,1,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,293.73,6.31,D
35.65126,-89.93349,301.52,1.51,1.21,2025-03-02,2027,Aqua,MODIS,17,6.1NRT,287.62,6.08,D
35.04752,-94.79787,312.56,1,1,2025-03-02,2027,Aqua,MODIS,46,6.1NRT,292.8,8.27,D
35.06903,-94.83546,312.74,1,1,2025-03-02,2027,Aqua,MODIS,43,6.1NRT,293.72,8.47,D
34.89426,-95.98994,306.93,1.03,1.01,2025-03-02,2027,Aqua,MODIS,61,6.1NRT,293.26,5.23,D
34.96304,-95.78175,325.19,1.02,1.01,2025-03-02,2027,Aqua,MODIS,83,6.1NRT,296.22,19.49,D
34.97381,-95.77869,306.31,1.02,1.01,2025-03-02,2027,Aqua,MODIS,52,6.1NRT,294.55,4.11,D
34.97213,-95.78947,316.53,1.02,1.01,2025-03-02,2027,Aqua,MODIS,57,6.1NRT,292.76,12.07,D
35.04009,-95.40567,308.83,1.01,1,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,293.58,6.21,D
35.04171,-95.39497,305.65,1.01,1,2025-03-02,2027,Aqua,MODIS,46,6.1NRT,293.71,4.07,D
35.05045,-95.39699,306.89,1.01,1,2025-03-02,2027,Aqua,MODIS,54,6.1NRT,293.49,4.76,D
35.04883,-95.40767,305.96,1.01,1,2025-03-02,2027,Aqua,MODIS,45,6.1NRT,293.46,4.2,D
34.91439,-96.27228,331.6,1.04,1.02,2025-03-02,2027,Aqua,MODIS,87,6.1NRT,294.9,30.36,D
34.91263,-96.28333,316.85,1.04,1.02,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,294.46,13.38,D
35.1645,-94.87296,313.58,1,1,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,294.65,9.49,D
33.63652,-93.92571,309.13,1.01,1,2025-03-02,2027,Aqua,MODIS,68,6.1NRT,293.96,7.8,D
33.82969,-93.40459,320.08,1.02,1.01,2025-03-02,2027,Aqua,MODIS,80,6.1NRT,292.89,17.13,D
33.82821,-93.41532,302.34,1.02,1.01,2025-03-02,2027,Aqua,MODIS,49,6.1NRT,290.95,3.44,D
33.47674,-96.2026,316.41,1.07,1.03,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,297.69,11.58,D
34.60451,-88.06036,301.17,1.91,1.35,2025-03-02,2027,Aqua,MODIS,45,6.1NRT,287.46,11.2,D
34.0402,-93.4868,303.91,1.02,1.01,2025-03-02,2027,Aqua,MODIS,57,6.1NRT,290.6,5.4,D
34.72442,-88.21172,302.49,1.88,1.34,2025-03-02,2027,Aqua,MODIS,52,6.1NRT,287.16,13.55,D
33.84577,-95.39844,303.88,1.02,1.01,2025-03-02,2027,Aqua,MODIS,41,6.1NRT,293.3,3.16,D
33.58233,-97.1399,311.81,1.15,1.07,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,295.29,8.5,D
33.58031,-97.15177,307.17,1.15,1.07,2025-03-02,2027,Aqua,MODIS,47,6.1NRT,295.58,5.03,D
34.2466,-92.91699,307.16,1.06,1.03,2025-03-02,2027,Aqua,MODIS,42,6.1NRT,288.86,6.81,D
34.24512,-92.92812,386.27,1.06,1.03,2025-03-02,2027,Aqua,MODIS,100,6.1NRT,298.44,195.18,D
34.24364,-92.93924,319.9,1.05,1.03,2025-03-02,2027,Aqua,MODIS,80,6.1NRT,291.64,18,D
34.76497,-88.64896,309.62,1.76,1.3,2025-03-02,2027,Aqua,MODIS,64,6.1NRT,288.25,19.28,D
34.76309,-88.66765,311.02,1.76,1.3,2025-03-02,2027,Aqua,MODIS,71,6.1NRT,287.85,21.94,D
35.05946,-84.56667,300.61,3.34,1.72,2025-03-02,2027,Aqua,MODIS,39,6.1NRT,283.21,31.29,D
34.76176,-88.65398,316.06,1.76,1.3,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,288.07,32.98,D
34.76001,-88.67263,301.04,1.76,1.3,2025-03-02,2027,Aqua,MODIS,44,6.1NRT,287.6,9.81,D
33.87009,-95.77493,338.13,1.03,1.02,2025-03-02,2027,Aqua,MODIS,68,6.1NRT,297.67,37.81,D
29.82736,-84.95595,324.04,2.71,1.58,2025-03-02,2027,Aqua,MODIS,77,6.1NRT,292.99,87.84,D
29.81817,-84.96006,319.02,2.71,1.58,2025-03-02,2027,Aqua,MODIS,78,6.1NRT,291.75,64.31,D
29.83208,-84.96152,316.57,2.71,1.58,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,293.22,54.29,D
29.99414,-84.43784,303.37,2.97,1.64,2025-03-02,2027,Aqua,MODIS,46,6.1NRT,292.84,20.91,D
30.65277,-84.26839,302.43,3.11,1.67,2025-03-02,2027,Aqua,MODIS,52,6.1NRT,290.62,22.87,D
29.85447,-91.98185,305.92,1.04,1.02,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,294.37,4.53,D
30.41373,-89.31847,306.92,1.4,1.17,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,285.93,10.91,D
30.41214,-89.33258,303.93,1.39,1.17,2025-03-02,2027,Aqua,MODIS,50,6.1NRT,285.86,7.67,D
30.06254,-92.48548,305.6,1.02,1.01,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,294.71,4.66,D
30.06111,-92.49575,307.4,1.02,1.01,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,294.08,5.75,D
29.87103,-94.12563,317.49,1.01,1.01,2025-03-02,2027,Aqua,MODIS,75,6.1NRT,293.8,12.82,D
29.78844,-94.89434,307.16,1.05,1.02,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,294.23,4.15,D
30.86954,-86.31487,315.78,2.24,1.45,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,292.4,40.41,D
30.88231,-86.31644,304.94,2.24,1.45,2025-03-02,2027,Aqua,MODIS,21,6.1NRT,292.25,13.43,D
30.14443,-92.68504,332.38,1.01,1.01,2025-03-02,2027,Aqua,MODIS,87,6.1NRT,295.29,30.7,D
30.14299,-92.69524,341.15,1.01,1.01,2025-03-02,2027,Aqua,MODIS,92,6.1NRT,296.29,44.43,D
30.87217,-86.29977,311.52,2.25,1.45,2025-03-02,2027,Aqua,MODIS,70,6.1NRT,292.28,27.36,D
30.8702,-86.32266,310.53,2.24,1.45,2025-03-02,2027,Aqua,MODIS,64,6.1NRT,291.9,24.8,D
29.89191,-94.53651,309.18,1.03,1.01,2025-03-02,2027,Aqua,MODIS,61,6.1NRT,293.3,7.16,D
29.89031,-94.54679,307.02,1.03,1.01,2025-03-02,2027,Aqua,MODIS,53,6.1NRT,293.75,5.82,D
29.88871,-94.55709,308.75,1.03,1.01,2025-03-02,2027,Aqua,MODIS,59,6.1NRT,294.01,6.66,D
30.63556,-89.43683,303.24,1.38,1.16,2025-03-02,2027,Aqua,MODIS,47,6.1NRT,293.01,5,D
30.64252,-89.46642,328.92,1.38,1.16,2025-03-02,2027,Aqua,MODIS,86,6.1NRT,293.81,39.34,D
30.65273,-89.46801,351.47,1.38,1.16,2025-03-02,2027,Aqua,MODIS,96,6.1NRT,296.22,99.82,D
30.65104,-89.45892,333.37,1.38,1.16,2025-03-02,2027,Aqua,MODIS,88,6.1NRT,294.15,48.13,D
30.64947,-89.47295,338.05,1.38,1.16,2025-03-02,2027,Aqua,MODIS,91,6.1NRT,296.38,59.63,D
30.65968,-89.47456,308.88,1.38,1.16,2025-03-02,2027,Aqua,MODIS,53,6.1NRT,293.82,9.51,D
30.6208,-89.9911,304.29,1.29,1.13,2025-03-02,2027,Aqua,MODIS,57,6.1NRT,294.11,5.49,D
30.47441,-91.26157,309.31,1.12,1.05,2025-03-02,2027,Aqua,MODIS,64,6.1NRT,297.15,5.07,D
30.36163,-92.18611,307.76,1.04,1.02,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,296.7,4.83,D
30.81285,-88.57052,312.84,1.57,1.24,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,291.22,20.99,D
30.81111,-88.58652,312.88,1.57,1.23,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,292.28,20.26,D
30.51468,-91.31462,320.93,1.11,1.05,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,298.49,17.11,D
30.23174,-93.57279,321.04,1,1,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,296.74,15.64,D
30.54632,-91.34984,319.94,1.11,1.05,2025-03-02,2027,Aqua,MODIS,78,6.1NRT,298.5,14.97,D
30.54488,-91.36105,368.74,1.11,1.05,2025-03-02,2027,Aqua,MODIS,100,6.1NRT,301.23,125.29,D
30.94085,-88.01758,304.24,1.72,1.29,2025-03-02,2027,Aqua,MODIS,58,6.1NRT,292.9,10.92,D
30.34404,-93.04481,311.64,1.01,1,2025-03-02,2027,Aqua,MODIS,68,6.1NRT,295.7,8.61,D
30.14848,-94.36893,310.79,1.02,1.01,2025-03-02,2027,Aqua,MODIS,65,6.1NRT,295.29,8.15,D
30.14691,-94.37914,319.53,1.02,1.01,2025-03-02,2027,Aqua,MODIS,77,6.1NRT,295.35,15.5,D
31.39709,-84.73485,308.08,2.94,1.63,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,294.53,28.92,D
31.40074,-84.74338,306.74,2.94,1.63,2025-03-02,2027,Aqua,MODIS,62,6.1NRT,294.11,25.45,D
31.28746,-86.97368,313.76,2.04,1.39,2025-03-02,2027,Aqua,MODIS,56,6.1NRT,288.57,31,D
31.28542,-86.99445,319.25,2.04,1.39,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,285.97,44.54,D
31.29002,-86.97933,319.69,2.04,1.39,2025-03-02,2027,Aqua,MODIS,80,6.1NRT,289.12,48.41,D
31.28812,-87.00003,308.66,2.04,1.39,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,286.79,23.03,D
31.05921,-89.54718,303.05,1.38,1.16,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,288.84,8.28,D
31.11717,-89.12785,334.71,1.46,1.2,2025-03-02,2027,Aqua,MODIS,53,6.1NRT,290.01,52.43,D
31.13274,-89.08434,337.88,1.47,1.2,2025-03-02,2027,Aqua,MODIS,70,6.1NRT,291.82,63.6,D
31.13105,-89.09943,346.65,1.47,1.2,2025-03-02,2027,Aqua,MODIS,90,6.1NRT,291.85,89.88,D
31.14158,-89.10098,332.23,1.47,1.2,2025-03-02,2027,Aqua,MODIS,69,6.1NRT,291.05,50,D
31.00271,-90.63931,307.15,1.2,1.09,2025-03-02,2027,Aqua,MODIS,64,6.1NRT,292.61,7.63,D
31.00122,-90.65151,304.73,1.2,1.09,2025-03-02,2027,Aqua,MODIS,59,6.1NRT,292.55,5.65,D
31.63396,-84.62593,312.76,3.02,1.65,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,293.48,45.92,D
31.68779,-84.31094,307.81,3.18,1.69,2025-03-02,2027,Aqua,MODIS,66,6.1NRT,291.5,35.83,D
31.6853,-84.34349,306.91,3.16,1.68,2025-03-02,2027,Aqua,MODIS,64,6.1NRT,293.05,32.22,D
31.16723,-89.76846,317.17,1.34,1.15,2025-03-02,2027,Aqua,MODIS,77,6.1NRT,279.36,23.24,D
31.63465,-84.63077,314.86,3.02,1.65,2025-03-02,2027,Aqua,MODIS,75,6.1NRT,293.71,51.52,D
31.1666,-89.75987,304.76,1.35,1.15,2025-03-02,2027,Aqua,MODIS,23,6.1NRT,278.91,9.94,D
31.16506,-89.77356,316.46,1.34,1.15,2025-03-02,2027,Aqua,MODIS,77,6.1NRT,280.05,22.74,D
30.99714,-91.19065,302.75,1.14,1.06,2025-03-02,2027,Aqua,MODIS,50,6.1NRT,292.39,4.14,D
31.68644,-84.31564,310.87,3.18,1.69,2025-03-02,2027,Aqua,MODIS,71,6.1NRT,291.46,47.48,D
31.68416,-84.34819,302.77,3.16,1.68,2025-03-02,2027,Aqua,MODIS,47,6.1NRT,292.52,19.45,D
30.95021,-92.05837,310.7,1.06,1.03,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,296.71,7.7,D
31.07321,-91.39808,309.15,1.12,1.05,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,294.04,8.25,D
31.26249,-90.08445,317.58,1.29,1.13,2025-03-02,2027,Aqua,MODIS,78,6.1NRT,291.35,20.8,D
31.26093,-90.09771,306.19,1.29,1.13,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,290.18,8.57,D
31.22066,-90.86759,303.33,1.18,1.08,2025-03-02,2027,Aqua,MODIS,56,6.1NRT,292.47,5.04,D
31.1512,-91.42894,303.32,1.12,1.05,2025-03-02,2027,Aqua,MODIS,54,6.1NRT,293.06,3.74,D
31.88501,-84.47848,304.69,3.11,1.67,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,291.32,23.64,D
30.81449,-94.50299,309.17,1.02,1.01,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,295.62,6.65,D
30.68481,-95.38449,313.69,1.07,1.03,2025-03-02,2027,Aqua,MODIS,69,6.1NRT,295.83,10.82,D
30.68307,-95.39525,311.81,1.07,1.03,2025-03-02,2027,Aqua,MODIS,66,6.1NRT,295.67,9.16,D
30.77381,-95.57761,307.96,1.08,1.04,2025-03-02,2027,Aqua,MODIS,37,6.1NRT,297.47,4,D
30.78283,-95.57964,312.75,1.08,1.04,2025-03-02,2027,Aqua,MODIS,67,6.1NRT,298.09,8.28,D
31.10993,-93.7674,314.07,1,1,2025-03-02,2027,Aqua,MODIS,72,6.1NRT,295.87,9.69,D
31.10845,-93.77756,322.8,1,1,2025-03-02,2027,Aqua,MODIS,81,6.1NRT,296.16,17.49,D
31.11718,-93.77931,327.82,1,1,2025-03-02,2027,Aqua,MODIS,84,6.1NRT,297.97,22.27,D
30.91164,-95.12644,334.07,1.04,1.02,2025-03-02,2027,Aqua,MODIS,88,6.1NRT,297.13,33.77,D
30.90996,-95.13699,316.34,1.04,1.02,2025-03-02,2027,Aqua,MODIS,73,6.1NRT,296.88,12.54,D
31.63212,-90.31622,301.75,1.27,1.12,2025-03-02,2027,Aqua,MODIS,29,6.1NRT,285.41,5.44,D
31.64196,-90.31776,306.32,1.27,1.12,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,285.47,9.46,D
31.58924,-91.01641,316.07,1.17,1.08,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,293.97,15.74,D
31.5987,-91.01802,310.81,1.17,1.08,2025-03-02,2027,Aqua,MODIS,70,6.1NRT,292.67,10.27,D
31.85657,-88.95969,300.06,1.54,1.22,2025-03-02,2027,Aqua,MODIS,25,6.1NRT,277.37,9.24,D
30.88691,-96.25278,308.65,1.14,1.06,2025-03-02,2027,Aqua,MODIS,54,6.1NRT,297.99,5.26,D
31.20248,-94.56622,309.99,1.01,1.01,2025-03-02,2027,Aqua,MODIS,65,6.1NRT,295.27,6.76,D
32.25947,-85.50665,310.97,2.66,1.57,2025-03-02,2027,Aqua,MODIS,71,6.1NRT,291.9,39.75,D
31.07534,-96.23632,307.94,1.13,1.06,2025-03-02,2027,Aqua,MODIS,47,6.1NRT,296.92,4.66,D
31.66595,-92.43291,304.49,1.04,1.02,2025-03-02,2027,Aqua,MODIS,42,6.1NRT,293.25,4.49,D
31.67632,-92.42386,306.69,1.05,1.02,2025-03-02,2027,Aqua,MODIS,61,6.1NRT,293.1,6.05,D
32.50045,-84.71243,303.24,3.05,1.66,2025-03-02,2027,Aqua,MODIS,55,6.1NRT,290.42,21.99,D
32.64858,-84.30411,301,3.26,1.71,2025-03-02,2027,Aqua,MODIS,44,6.1NRT,290.9,21.46,D
31.30418,-95.85706,309.86,1.09,1.04,2025-03-02,2027,Aqua,MODIS,59,6.1NRT,297.87,6.96,D
31.81129,-92.50955,302.52,1.04,1.02,2025-03-02,2027,Aqua,MODIS,43,6.1NRT,292.06,4.08,D
31.48152,-94.91055,318.54,1.02,1.01,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,296.77,14,D
31.50231,-95.08385,310.16,1.03,1.02,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,295.98,7.61,D
31.1149,-97.70361,336.57,1.34,1.15,2025-03-02,2027,Aqua,MODIS,88,6.1NRT,301.45,46.29,D
31.11254,-97.71706,333,1.34,1.15,2025-03-02,2027,Aqua,MODIS,85,6.1NRT,301.06,38.3,D
31.11337,-97.70847,339.23,1.34,1.15,2025-03-02,2027,Aqua,MODIS,90,6.1NRT,301.66,52.97,D
31.11094,-97.72188,313.66,1.34,1.15,2025-03-02,2027,Aqua,MODIS,61,6.1NRT,300.57,6.85,D
32.18424,-90.81512,316.27,1.22,1.1,2025-03-02,2027,Aqua,MODIS,77,6.1NRT,291.15,17.3,D
32.18272,-90.82774,316.23,1.22,1.1,2025-03-02,2027,Aqua,MODIS,76,6.1NRT,291.05,17.29,D
31.18287,-97.72559,313.56,1.34,1.15,2025-03-02,2027,Aqua,MODIS,51,6.1NRT,300.12,8.3,D
31.18048,-97.73906,327.24,1.34,1.15,2025-03-02,2027,Aqua,MODIS,81,6.1NRT,301.07,28.95,D
31.19279,-97.7281,326.53,1.34,1.15,2025-03-02,2027,Aqua,MODIS,69,6.1NRT,301.36,25.27,D
31.19042,-97.74152,334.16,1.34,1.15,2025-03-02,2027,Aqua,MODIS,86,6.1NRT,302.7,40.54,D
31.2027,-97.73063,318.07,1.34,1.15,2025-03-02,2027,Aqua,MODIS,43,6.1NRT,299.41,12.54,D
31.20035,-97.74402,325.01,1.34,1.15,2025-03-02,2027,Aqua,MODIS,79,6.1NRT,300.79,23.29,D
31.20194,-97.73711,324.27,1.34,1.15,2025-03-02,2027,Aqua,MODIS,78,6.1NRT,300.36,23.13,D
32.25595,-92.63554,305.63,1.04,1.02,2025-03-02,2027,Aqua,MODIS,59,6.1NRT,292.48,6.06,D
32.2545,-92.64626,303.69,1.04,1.02,2025-03-02,2027,Aqua,MODIS,53,6.1NRT,292.06,4.78,D
32.50692,-91.0221,333.89,1.2,1.09,2025-03-02,2027,Aqua,MODIS,0,6.1NRT,290.46,42.23,D
32.63627,-90.17676,304.93,1.33,1.14,2025-03-02,2027,Aqua,MODIS,60,6.1NRT,278.69,11.82,D
32.59898,-90.58219,303.41,1.26,1.12,2025-03-02,2027,Aqua,MODIS,56,6.1NRT,287.98,5.76,D
32.86427,-88.26904,300.79,1.76,1.3,2025-03-02,2027,Aqua,MODIS,38,6.1NRT,282.12,9.14,D
32.87432,-88.27757,305.88,1.76,1.3,2025-03-02,2027,Aqua,MODIS,62,6.1NRT,283.93,15.31,D
32.87125,-88.98152,305.96,1.58,1.24,2025-03-02,2027,Aqua,MODIS,63,6.1NRT,285.14,13.49,D
32.25063,-93.92454,321.25,1,1,2025-03-02,2027,Aqua,MODIS,80,6.1NRT,295.3,17.18,D
32.11853,-95.3479,307.89,1.04,1.02,2025-03-02,2027,Aqua,MODIS,54,6.1NRT,296.87,4.26,D
33.18916,-88.90065,312.06,1.62,1.25,2025-03-02,2027,Aqua,MODIS,72,6.1NRT,275.32,26.43,D
32.72264,-92.9375,306.05,1.03,1.01,2025-03-02,2027,Aqua,MODIS,59,6.1NRT,291.11,6.15,D
32.7212,-92.94816,317.9,1.03,1.01,2025-03-02,2027,Aqua,MODIS,68,6.1NRT,292.66,15.48,D
31.83957,-98.50096,314.96,1.44,1.19,2025-03-02,2027,Aqua,MODIS,65,6.1NRT,299.62,11.19,D
33.28217,-88.65125,302.9,1.68,1.27,2025-03-02,2027,Aqua,MODIS,54,6.1NRT,282.72,12.74,D
32.57185,-94.44023,316.12,1,1,2025-03-02,2027,Aqua,MODIS,74,6.1NRT,295.92,11.64,D
37.27182,-92.28236,303.75,1.19,1.09,2025-03-02,2029,Aqua,MODIS,57,6.1NRT,289.48,6.37,D
35.13191,-95.88913,304.55,1.02,1.01,2025-03-02,2029,Aqua,MODIS,54,6.1NRT,294.05,3.51,D
35.30212,-94.8276,304.95,1,1,2025-03-02,2029,Aqua,MODIS,60,6.1NRT,291.55,4.77,D
35.17191,-95.81455,309.89,1.02,1.01,2025-03-02,2029,Aqua,MODIS,68,6.1NRT,293.68,6.84,D
35.17024,-95.82534,309.79,1.02,1.01,2025-03-02,2029,Aqua,MODIS,67,6.1NRT,292.74,6.73,D
35.13475,-96.05289,309.95,1.03,1.01,2025-03-02,2029,Aqua,MODIS,67,6.1NRT,295.34,6.98,D
35.33174,-94.93308,307.4,1,1,2025-03-02,2029,Aqua,MODIS,0,6.1NRT,292.12,6.2,D
35.33018,-94.94373,305.65,1,1,2025-03-02,2029,Aqua,MODIS,58,6.1NRT,292.86,5.06,D
35.32393,-94.98634,314.97,1,1,2025-03-02,2029,Aqua,MODIS,75,6.1NRT,293.59,11.19,D
35.32236,-94.99699,308.49,1,1,2025-03-02,2029,Aqua,MODIS,67,6.1NRT,293.21,6.29,D
35.34047,-94.93501,327.35,1,1,2025-03-02,2029,Aqua,MODIS,64,6.1NRT,293.61,22.98,D
35.23169,-95.91335,315.58,1.02,1.01,2025-03-02,2029,Aqua,MODIS,75,6.1NRT,295.68,11.58,D
35.37915,-95.06033,309.98,1,1,2025-03-02,2029,Aqua,MODIS,69,6.1NRT,291.12,7.55,D
35.37758,-95.07097,303.59,1,1,2025-03-02,2029,Aqua,MODIS,29,6.1NRT,291.02,3.47,D
35.24251,-95.96083,312.17,1.02,1.01,2025-03-02,2029,Aqua,MODIS,71,6.1NRT,295.71,8.5,D
35.38787,-95.06226,304.25,1,1,2025-03-02,2029,Aqua,MODIS,36,6.1NRT,290.95,3.82,D
35.3863,-95.07292,308.99,1,1,2025-03-02,2029,Aqua,MODIS,68,6.1NRT,291.41,6.93,D
35.24453,-96.00632,308.83,1.02,1.01,2025-03-02,2029,Aqua,MODIS,66,6.1NRT,294.64,6.14,D
35.60333,-93.79939,309.45,1.03,1.01,2025-03-02,2029,Aqua,MODIS,69,6.1NRT,286.8,10.16,D
35.3003,-95.94072,335.91,1.02,1.01,2025-03-02,2029,Aqua,MODIS,90,6.1NRT,294.73,34.01,D
35.29863,-95.95156,370.51,1.02,1.01,2025-03-02,2029,Aqua,MODIS,100,6.1NRT,299.09,116.41,D
35.29527,-95.97324,323.72,1.02,1.01,2025-03-02,2029,Aqua,MODIS,82,6.1NRT,296.69,17.78,D
