lat,lon
-25.757314228603843,151.90955222360284
-23.0309275330779,119.54166572093945
-30.866439306316067,121.49621547676328
-23.632070705650513,132.2503276633386
-15.006926172546875,126.31684558729991
-37.34823895021523,149.82245247516283
-21.05243085454328,117.7063278330466
-15.410781511667878,132.16306632242024
-30.69390593619128,152.5904917615012
-24.647769090401873,146.6915359163676
-22.56637938714364,150.25483375422553
-18.37116977764515,123.91913089405496
-16.056134081996838,124.78725348689827
-18.6144452931547,140.2976725116393
-16.65847204517994,145.00355126834273
-14.743571097444685,128.0614296845922
-25.83365454615091,129.84173743984104
-32.01941055938601,135.7059878636166
-22.08343886596146,140.28665231594402
-31.672370099481796,151.8271454001585
-19.359576814735373,138.59941364625587
-20.264664060575125,144.15540221046092
-24.558788885027333,151.56999995609354
-35.99940062745766,149.4397359149586
-14.762279393456637,135.08739723682578
-33.377516450657915,150.65042896505548
-35.426846751468915,147.9588780488453
-29.261707130465894,152.61442569784538
-16.379552354462888,126.71713837453808
-13.643398531362944,142.96247015707132
-27.808375009780743,128.38253587326244
-12.87473656303721,136.31252208467478
-14.414660952091634,143.53192918355847
-24.476066913187992,117.89828304859405
-31.90097917334062,116.94128240510983
-16.60632082865378,137.89780867810484
-27.049328472786037,149.5941432745267
-37.60045491560323,143.2189838528262
-33.03458982093619,123.60041472280405
-16.605669728225795,142.29180757688187
-15.367945474904657,144.60470153687436
-32.60372684154146,146.4852677498361
-24.65408254175088,124.37576293601197
-19.963988256914533,147.45752910874737
-16.676725457146365,129.8358675453717
-21.410853908639595,116.41289321094385
-21.99904753250576,149.1889664804227
-25.665118497605164,152.97927197977947
-14.107452017068283,129.82112153511855
-30.075537769333245,152.5370449114942
-31.218856251745876,123.90163804312748
-26.65479856523846,125.92949804331954
-26.945551410828802,119.54325691567111
-34.82374787401034,150.21790254540036
-22.444734325472577,146.96481583073975
-12.751345264610348,133.5011451629066
-24.6136063020644,125.80843694301652
-37.033259081880125,148.13465177460293
-37.61308724235836,148.57404812055162
-19.738942271907447,121.5827288005349
-22.650875899845296,120.86331711442998
-15.197400386891552,125.027067686264
-31.97312836223065,121.55796986025555
-15.73262241751336,128.14402149169732
-31.655115366998608,152.707092215966
-28.26303018293452,129.3522589489868
-15.72654281132581,130.84681159517436
-22.13803333588364,129.28635301692265
-15.711054677632694,135.54140205971115
-27.554691225319424,133.0235676802726
-27.25083328020965,148.31168617386749
-21.341837217357995,123.54739932299685
-17.28398489588915,125.95185070058956
-17.620490334735365,143.88539224206863
-26.5220979396634,124.09957882561355
-29.282568814635678,152.3467492726402
-13.27973468971276,135.76703642459248
-19.43952197429792,131.63148434185626
-25.27787378755707,131.13736036416608
-28.67635812781791,148.0634235429869
-31.41586886613965,151.31884034601558
-30.746380007249385,115.86804067474719
-32.315317568253384,150.13420190023325
-30.969187804105314,151.9791455261343
-37.66099373929542,144.8487129072869
-28.077411328828962,152.31611422644553
-31.38200251526626,152.17843027059595
-29.11605160413366,128.1122236239929
-16.35576692663356,123.9312278545493
-37.10359411086843,147.31018113674972
-29.003761261486595,150.84012003953785
-14.434486188278822,127.08059117243522
-26.23372488712515,149.259678228749
-29.216002499335882,153.20083983934916
-13.233383695501583,130.35956490386957
-19.669173460650235,143.45452017252168
-34.56177260103907,116.64618314337204
-16.607172361497916,144.3760939742709
-29.21227914197968,124.6706004886786
-24.559912583418598,147.89792870786675
-21.536508677478793,127.29505117646843
-32.10473727431441,151.37554749976334
-18.207459575936813,141.31506914819698
-17.37674972892823,142.39231709566934
-21.82033540001253,118.65766064245086
-27.372074029896968,150.89615286297067
-21.303409967969145,140.7974938892311
-32.37689462233234,123.21011460828313
-27.46990982039457,127.4108947848757
-15.834629481446346,145.07335039715196
-16.956845556364343,141.24477299003243
-27.738235084450217,130.697804445901
-33.10417004973089,137.14782419254254
-26.105271421127394,150.50016605555098
-17.96802671737253,144.81821342345876
-15.260800498391195,143.17169113755233
-28.71038497671573,152.33092353524833
-26.921111885936977,121.02151607790199
-27.236486387905856,152.12166236264935
-16.160374400746846,142.41239105952073
-23.666699906099822,146.45978713704068
-30.103290951724038,151.42181818927196
-34.181613608281516,150.0833408988712
-32.31858765050853,121.4153291571397
-13.954368741490724,136.65042470396307
-12.428118863509923,131.04872799677466
-25.891987782002975,151.0956958284719
-18.7520523743982,127.29196243304051
-21.01400485342745,135.18928070940555
-14.049420899514427,131.71384650719799
-20.14485872731736,139.59937046987517
-32.25822451491628,119.38066048842032
-15.946721029313249,144.03304668581106
-18.517141879672508,134.587528071831
-20.244405087501875,145.20693531284374
-24.111654382325078,118.77537872224852
-13.201249134739605,141.79911973863912
-30.045994436175327,152.88593115205651
-34.24842166005257,150.39315460883464
-18.80192508678079,125.2048021672919
-27.22040678766124,128.84012281118248
-36.96771655225696,149.48616401506777
-33.25023743890818,151.00956935523075
-16.976018453917604,138.32447173549093
-24.732992570622915,127.35021406228292
-11.993973819790794,133.35531044896246
-32.76527530622773,150.69787890988934
-41.022017094409634,145.48973841653813
-12.502365658450733,135.06923750250817
-36.00391302791789,149.99584120018127
-31.466772238619555,149.1613749370085
